area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Nontribal,County,18077,Jefferson County,"Jefferson, IN",17345,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6509,0.6376
Nontribal,County,18079,Jennings County,"Jennings, IN",13521,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8780,0.6632
Nontribal,County,18079,Jennings County,"Jennings, IN",13521,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8784,0.6636
Nontribal,County,18081,Johnson County,"Johnson, IN",73564,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9746,0.7903
Nontribal,County,18081,Johnson County,"Johnson, IN",73564,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9732,0.7905
Nontribal,County,18083,Knox County,"Knox, IN",20211,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8754,0.5435
Nontribal,County,18083,Knox County,"Knox, IN",20211,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8754,0.5435
Nontribal,County,18085,Kosciusko County,"Kosciusko, IN",45015,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9308,0.6194
Nontribal,County,18085,Kosciusko County,"Kosciusko, IN",45015,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9308,0.6153
Nontribal,County,18087,LaGrange County,"LaGrange, IN",19031,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6957,0.6576
Nontribal,County,18087,LaGrange County,"LaGrange, IN",19031,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6957,0.6576
Nontribal,County,18089,Lake County,"Lake, IN",238317,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9759,0.4496
Nontribal,County,18089,Lake County,"Lake, IN",238317,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9760,0.4389
Nontribal,County,18091,LaPorte County,"LaPorte, IN",55879,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.9166,0.4948
Nontribal,County,18091,LaPorte County,"LaPorte, IN",55879,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.9165,0.4977
Nontribal,County,18093,Lawrence County,"Lawrence, IN",24500,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8545,0.2262
Nontribal,County,18093,Lawrence County,"Lawrence, IN",24500,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8542,0.2213
Nontribal,County,18095,Madison County,"Madison, IN",67077,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9083,0.1995
Nontribal,County,18095,Madison County,"Madison, IN",67077,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8785,0.1962
Nontribal,County,18097,Marion County,"Marion, IN",482983,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9867,0.6770
Nontribal,County,18097,Marion County,"Marion, IN",482983,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9032,0.6524
Nontribal,County,18099,Marshall County,"Marshall, IN",23279,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8359,0.7180
Nontribal,County,18099,Marshall County,"Marshall, IN",23279,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8359,0.7180
Nontribal,County,18101,Martin County,"Martin, IN",5750,R,Any Technology,1.0000,1.0000,1.0000,0.9993,0.6294,0.5106
Nontribal,County,18101,Martin County,"Martin, IN",5750,B,Any Technology,1.0000,1.0000,1.0000,0.9993,0.6294,0.5106
Nontribal,County,18103,Miami County,"Miami, IN",17223,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6880,0.0948
Nontribal,County,18103,Miami County,"Miami, IN",17223,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6878,0.0946
Nontribal,County,18105,Monroe County,"Monroe, IN",73168,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9597,0.6359
Nontribal,County,18105,Monroe County,"Monroe, IN",73168,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9147,0.4196
Nontribal,County,18107,Montgomery County,"Montgomery, IN",19008,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9222,0.8353
Nontribal,County,18107,Montgomery County,"Montgomery, IN",19008,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8493,0.7600
Nontribal,County,18109,Morgan County,"Morgan, IN",33564,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8689,0.6484
Nontribal,County,18109,Morgan County,"Morgan, IN",33564,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8673,0.6468
Nontribal,County,18111,Newton County,"Newton, IN",7488,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8030,0.6343
Nontribal,County,18111,Newton County,"Newton, IN",7488,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8030,0.6343
Nontribal,County,18113,Noble County,"Noble, IN",23251,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8444,0.5632
Nontribal,County,18113,Noble County,"Noble, IN",23251,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8444,0.5632
Nontribal,County,18115,Ohio County,"Ohio, IN",3307,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9825,0.8851
Nontribal,County,18115,Ohio County,"Ohio, IN",3307,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9788,0.8364
Nontribal,County,18117,Orange County,"Orange, IN",11334,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9773,0.9533
Nontribal,County,18117,Orange County,"Orange, IN",11334,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9741,0.8715
Nontribal,County,18119,Owen County,"Owen, IN",11448,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8760,0.7402
Nontribal,County,18119,Owen County,"Owen, IN",11448,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8006,0.6331
Nontribal,County,18121,Parke County,"Parke, IN",10189,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6252,0.1688
Nontribal,County,18121,Parke County,"Parke, IN",10189,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.5652,0.1276
Nontribal,County,18123,Perry County,"Perry, IN",10389,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9247,0.8522
Nontribal,County,18123,Perry County,"Perry, IN",10389,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9247,0.8522
Nontribal,County,18125,Pike County,"Pike, IN",7026,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8076,0.4512
Nontribal,County,18125,Pike County,"Pike, IN",7026,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5534,0.1571
Nontribal,County,18127,Porter County,"Porter, IN",80072,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9557,0.7413
Nontribal,County,18127,Porter County,"Porter, IN",80072,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9513,0.5986
Nontribal,County,18129,Posey County,"Posey, IN",12936,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7560,0.3721
Nontribal,County,18129,Posey County,"Posey, IN",12936,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4279,0.0414
Nontribal,County,18131,Pulaski County,"Pulaski, IN",7802,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6142,0.4885
Nontribal,County,18131,Pulaski County,"Pulaski, IN",7802,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6142,0.4885
Nontribal,County,18133,Putnam County,"Putnam, IN",17552,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7608,0.7498
Nontribal,County,18133,Putnam County,"Putnam, IN",17552,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7608,0.7498
Nontribal,County,18135,Randolph County,"Randolph, IN",13654,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6364,0.2182
Nontribal,County,18135,Randolph County,"Randolph, IN",13654,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5795,0.2174
Nontribal,County,18137,Ripley County,"Ripley, IN",14682,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.9259,0.8344
Nontribal,County,18137,Ripley County,"Ripley, IN",14682,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7353,0.5625
Nontribal,County,18139,Rush County,"Rush, IN",8768,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.5109,0.1694
Nontribal,County,18139,Rush County,"Rush, IN",8768,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.5109,0.1694
Nontribal,County,18141,St. Joseph County,"St. Joseph, IN",130260,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9353,0.5826
Nontribal,County,18141,St. Joseph County,"St. Joseph, IN",130260,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9361,0.5927
Nontribal,County,18143,Scott County,"Scott, IN",12445,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8550,0.8427
Nontribal,County,18143,Scott County,"Scott, IN",12445,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6876,0.6817
Nontribal,County,18145,Shelby County,"Shelby, IN",22510,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6981,0.4025
Nontribal,County,18145,Shelby County,"Shelby, IN",22510,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6982,0.4027
Nontribal,County,18147,Spencer County,"Spencer, IN",11341,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9072,0.7252
Nontribal,County,18147,Spencer County,"Spencer, IN",11341,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7617,0.7254
Nontribal,County,18149,Starke County,"Starke, IN",12845,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5812,0.2910
Nontribal,County,18149,Starke County,"Starke, IN",12845,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5812,0.2910
Nontribal,County,18151,Steuben County,"Steuben, IN",23802,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7612,0.1697
Nontribal,County,18151,Steuben County,"Steuben, IN",23802,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7573,0.0835
Nontribal,County,18153,Sullivan County,"Sullivan, IN",10474,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6052,0.3044
Nontribal,County,18153,Sullivan County,"Sullivan, IN",10474,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5952,0.2936
Nontribal,County,18155,Switzerland County,"Switzerland, IN",5674,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9952,0.9935
Nontribal,County,18155,Switzerland County,"Switzerland, IN",5674,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9688,0.9637
Nontribal,County,18157,Tippecanoe County,"Tippecanoe, IN",87330,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9749,0.8545
Nontribal,County,18157,Tippecanoe County,"Tippecanoe, IN",87330,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9749,0.8534
Nontribal,County,18159,Tipton County,"Tipton, IN",8092,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6731,0.5185
Nontribal,County,18159,Tipton County,"Tipton, IN",8092,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6130,0.4425
Nontribal,County,18161,Union County,"Union, IN",4788,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3068,0.2930
Nontribal,County,18161,Union County,"Union, IN",4788,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.0904,0.0629
Nontribal,County,18163,Vanderburgh County,"Vanderburgh, IN",94712,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9883,0.5633
Nontribal,County,18163,Vanderburgh County,"Vanderburgh, IN",94712,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9311,0.5645
Nontribal,County,18165,Vermillion County,"Vermillion, IN",8717,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7526,0.1944
Nontribal,County,18165,Vermillion County,"Vermillion, IN",8717,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7517,0.1786
Nontribal,County,18167,Vigo County,"Vigo, IN",52846,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9114,0.5398
Nontribal,County,18167,Vigo County,"Vigo, IN",52846,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6997,0.4873
Nontribal,County,18169,Wabash County,"Wabash, IN",16447,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8825,0.8127
Nontribal,County,18169,Wabash County,"Wabash, IN",16447,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8820,0.8085
Nontribal,County,18171,Warren County,"Warren, IN",4918,R,Any Technology,0.9998,0.9998,0.9998,0.9969,0.2212,0.0000
Nontribal,County,18171,Warren County,"Warren, IN",4918,B,Any Technology,0.9998,0.9998,0.9998,0.9969,0.2212,0.0000
Nontribal,County,18173,Warrick County,"Warrick, IN",29854,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8446,0.3705
Nontribal,County,18173,Warrick County,"Warrick, IN",29854,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7243,0.2937
Nontribal,County,18175,Washington County,"Washington, IN",14226,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8844,0.8695
Nontribal,County,18175,Washington County,"Washington, IN",14226,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6828,0.6750
Nontribal,County,18177,Wayne County,"Wayne, IN",35139,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8833,0.4784
Nontribal,County,18177,Wayne County,"Wayne, IN",35139,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8481,0.2270
Nontribal,County,18179,Wells County,"Wells, IN",13930,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8411,0.6230
Nontribal,County,18179,Wells County,"Wells, IN",13930,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8411,0.6229
Nontribal,County,18181,White County,"White, IN",15276,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8615,0.5697
Nontribal,County,18181,White County,"White, IN",15276,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8615,0.5697
Nontribal,County,18183,Whitley County,"Whitley, IN",16830,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5942,0.4342
Nontribal,County,18183,Whitley County,"Whitley, IN",16830,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5942,0.4342
Nontribal,County,19001,Adair County,"Adair, IA",4929,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8150,0.2284
Nontribal,County,19001,Adair County,"Adair, IA",4929,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8150,0.2284
Nontribal,County,19003,Adams County,"Adams, IA",2800,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5339,0.1318
Nontribal,County,19003,Adams County,"Adams, IA",2800,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5339,0.1318
Nontribal,County,19005,Allamakee County,"Allamakee, IA",9290,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8770,0.5887
Nontribal,County,19005,Allamakee County,"Allamakee, IA",9290,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8296,0.4274
Nontribal,County,19007,Appanoose County,"Appanoose, IA",8521,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6484,0.4969
Nontribal,County,19007,Appanoose County,"Appanoose, IA",8521,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6484,0.4969
Nontribal,County,19009,Audubon County,"Audubon, IA",3935,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7550,0.5820
Nontribal,County,19009,Audubon County,"Audubon, IA",3935,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7550,0.5820
Nontribal,County,19011,Benton County,"Benton, IA",12971,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9051,0.7375
Nontribal,County,19011,Benton County,"Benton, IA",12971,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9051,0.7375
Nontribal,County,19013,Black Hawk County,"Black Hawk, IA",65502,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9600,0.5398
Nontribal,County,19013,Black Hawk County,"Black Hawk, IA",65502,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9600,0.5400
Nontribal,County,19015,Boone County,"Boone, IA",13851,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8285,0.4312
Nontribal,County,19015,Boone County,"Boone, IA",13851,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8178,0.3535
Nontribal,County,19017,Bremer County,"Bremer, IA",12147,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9374,0.9237
Nontribal,County,19017,Bremer County,"Bremer, IA",12147,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9374,0.9237
Nontribal,County,19019,Buchanan County,"Buchanan, IA",10920,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7778,0.5884
Nontribal,County,19019,Buchanan County,"Buchanan, IA",10920,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7775,0.5880
Nontribal,County,19021,Buena Vista County,"Buena Vista, IA",10283,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7664,0.0757
Nontribal,County,19021,Buena Vista County,"Buena Vista, IA",10283,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7684,0.0754
Nontribal,County,19023,Butler County,"Butler, IA",8119,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8908,0.7713
Nontribal,County,19023,Butler County,"Butler, IA",8119,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8908,0.7713
Nontribal,County,19025,Calhoun County,"Calhoun, IA",6354,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7907,0.6262
Nontribal,County,19025,Calhoun County,"Calhoun, IA",6354,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7907,0.6262
Nontribal,County,19027,Carroll County,"Carroll, IA",11991,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8697,0.8312
Nontribal,County,19027,Carroll County,"Carroll, IA",11991,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8697,0.8312
Nontribal,County,19029,Cass County,"Cass, IA",8022,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8424,0.3029
Nontribal,County,19029,Cass County,"Cass, IA",8022,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8424,0.3029
Nontribal,County,19031,Cedar County,"Cedar, IA",10070,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9341,0.5846
Nontribal,County,19031,Cedar County,"Cedar, IA",10070,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9342,0.5847
Nontribal,County,19033,Cerro Gordo County,"Cerro Gordo, IA",26181,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9744,0.8488
Nontribal,County,19033,Cerro Gordo County,"Cerro Gordo, IA",26181,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9659,0.8303
Nontribal,County,19035,Cherokee County,"Cherokee, IA",7214,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8915,0.5445
Nontribal,County,19035,Cherokee County,"Cherokee, IA",7214,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8915,0.5445
Nontribal,County,19037,Chickasaw County,"Chickasaw, IA",6678,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9190,0.5889
Nontribal,County,19037,Chickasaw County,"Chickasaw, IA",6678,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9190,0.5889
Nontribal,County,19039,Clarke County,"Clarke, IA",5659,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7028,0.4439
Nontribal,County,19039,Clarke County,"Clarke, IA",5659,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7028,0.4439
Nontribal,County,19041,Clay County,"Clay, IA",9950,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9545,0.7524
Nontribal,County,19041,Clay County,"Clay, IA",9950,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9519,0.2808
Nontribal,County,19043,Clayton County,"Clayton, IA",11283,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9149,0.2296
Nontribal,County,19043,Clayton County,"Clayton, IA",11283,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9013,0.2143
Nontribal,County,19045,Clinton County,"Clinton, IA",24743,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9205,0.1935
Nontribal,County,19045,Clinton County,"Clinton, IA",24743,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9203,0.1928
Nontribal,County,19047,Crawford County,"Crawford, IA",8845,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6373,0.3354
Nontribal,County,19047,Crawford County,"Crawford, IA",8845,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6372,0.3352
Nontribal,County,19049,Dallas County,"Dallas, IA",50895,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9200,0.5754
Nontribal,County,19049,Dallas County,"Dallas, IA",50895,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9196,0.5361
Nontribal,County,19051,Davis County,"Davis, IA",5060,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9949,0.9949
Nontribal,County,19051,Davis County,"Davis, IA",5060,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9949,0.9949
Nontribal,County,19053,Decatur County,"Decatur, IA",4884,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9556,0.9552
Nontribal,County,19053,Decatur County,"Decatur, IA",4884,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9556,0.9552
Nontribal,County,19055,Delaware County,"Delaware, IA",10049,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6722,0.5183
Nontribal,County,19055,Delaware County,"Delaware, IA",10049,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5138,0.3178
Nontribal,County,19057,Des Moines County,"Des Moines, IA",21647,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9441,0.2201
Nontribal,County,19057,Des Moines County,"Des Moines, IA",21647,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9441,0.2213
Nontribal,County,19059,Dickinson County,"Dickinson, IA",16919,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9067,0.0803
Nontribal,County,19059,Dickinson County,"Dickinson, IA",16919,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8959,0.0168
Nontribal,County,19061,Dubuque County,"Dubuque, IA",49392,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9573,0.5877
Nontribal,County,19061,Dubuque County,"Dubuque, IA",49392,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9084,0.1589
Nontribal,County,19063,Emmet County,"Emmet, IA",5807,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9879,0.7401
Nontribal,County,19063,Emmet County,"Emmet, IA",5807,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9762,0.1917
Nontribal,County,19065,Fayette County,"Fayette, IA",11379,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.8678,0.4876
Nontribal,County,19065,Fayette County,"Fayette, IA",11379,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.8678,0.4876
Nontribal,County,19067,Floyd County,"Floyd, IA",8581,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8765,0.4614
Nontribal,County,19067,Floyd County,"Floyd, IA",8581,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8765,0.4615
Nontribal,County,19069,Franklin County,"Franklin, IA",6246,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7378,0.5690
